date,locality,state,type,claims,size_mean,arrests
2014-11-05,Clayton,MO,demonstration,Racial injustice; Arrest Darren Wilson; Police violence,,5
2014-11-05,Ferguson,MO,demonstration,Police brutality; Racial justice; NOT PROVIDED,,5
2014-11-07,Akron,OH,demonstration,Police Shooting; Justice for Rauphael Thomas; Police Brutality,,0
2014-11-08,Newark,NJ,demonstration,Seek answers about police shooting; Police brutality; police brutality; Police accountability; justice for Kashad Ashford,65.0,0
2014-11-10,Akron,OH,demonstration,Police Violence; Police oversight committee; Police Accountability; Public records access; Police accountability,,0
2014-11-10,Geneva,Switzerland,demonstration,Investigation of police tactics; Challenge police tactics; Recognition of potential human rights violations; Racial injustice; Police brutality; Address law enforcement torture; Police violence,,0
2014-11-10,Louisville,KY,demonstration,racial discrimination; police brutality; Address racial profiling; Stop police brutality,,0
2014-11-13,East Lansing,MI,demonstration,Police brutality; Condemn Ferguson Police Department actions; Racial justice; Require police body cameras,,0
2014-11-13,Greensboro,NC,demonstration,Youth education; Police brutality; Understand police interaction rights; Racial justice; Protect young Black men,,0
2014-11-14,Saratoga Springs,UT,demonstration,Stop police killings; Racial justice; Independent investigation; Racial discrimination; Police brutality; Racial injustice; Police accountability; Independent investigation of shooting,,0
2014-11-15,New York,NY,demonstration,Accountability for Eric Garner's death; Civil rights; Police violence,,0
2014-11-16,Ferguson,MO,demonstration,Police brutality; Racial justice; Indict Officer Darren Wilson,100.0,0
2014-11-16,St. Louis,MO,demonstration,Bring criminal charges against Officer Darren Wilson; Racial justice; Charge Officer Darren Wilson; Racial violence; Police brutality; Accountability for Officer Darren Wilson; Racial injustice; Police accountability; Criminal charges against Officer Darren Wilson; Police violence; Justice for Michael Brown,,0
2014-11-16,University City,MO,demonstration,NOT PROVIDED; Police violence,,0
2014-11-17,Clayton,MO,demonstration,NOT PROVIDED; Police violence,,0
2014-11-19,Ferguson,MO,demonstration,racial justice; police accountability; End racial profiling; End police intimidation; police brutality; Racial justice; Police violence; Indict Darren Wilson,,5
2014-11-20,Ferguson,MO,demonstration,Police brutality; Racial injustice; Police violence; Justice for Michael Brown,,3
2014-11-21,Ferguson,MO,demonstration,police violence; Police brutality; racial justice; Michael Brown shooting; Justice for Michael Brown,,3
2014-11-22,Ferguson,MO,demonstration,police violence; racial discrimination; Racial injustice; Police violence; Justice for Michael Brown,,2
2014-11-24,Austin,TX,demonstration,Racial injustice; Police violence,,0
2014-11-24,Baton Rouge,LA,demonstration,Racial Discrimination; Racial discrimination; Police brutality; Voter Participation; Police Brutality; Police accountability; Voting in local elections; Police violence; Justice for Michael Brown,200.0,0
2014-11-24,Boston,MA,demonstration,Police Violence; Justice for victims; Racial justice; Racial Discrimination; Racial discrimination; Police brutality; End Racial Profiling; Police accountability; Police violence; Justice for Michael Brown,1.0,24
2014-11-24,Carbondale,IL,demonstration,Police brutality; Freedom; Justice; Racial injustice,,0
2014-11-24,Chicago,IL,demonstration,Mayor's resignation; Police misconduct; Racial injustice; Special prosecutor appointment; Police violence; Justice for Michael Brown,,0
2014-11-24,Cleveland,OH,demonstration,Justice; police violence; Justice for Tamir Rice; Black lives matter; Racial discrimination; Police brutality; Racial injustice; racial injustice; stop police killings; Stop police violence; Child shootings; Police violence,,0
2014-11-24,Durham,NC,demonstration,Address systemic racism; police brutality; racial justice; Challenge police inequality,100.0,0
2014-11-24,East Lansing,MI,demonstration,Address racial bias; Police accountability; Racial justice; Police violence,,0
2014-11-24,Ferguson,MO,demonstration,Police Violence; Racial Discrimination; Diversity training; Racial justice; Judicial system; Police Reform; Body cameras for police; police violence; Body Cameras for Police; Indictment of Darren Wilson; Racial discrimination; Racial injustice; End targeting of black men by police; Prosecute Darren Wilson; Police body camera usage; End police brutality; Police violence; Justice for Michael Brown; Criminal justice reform; Charge Darren Wilson; Independent investigations of police killings; racial discrimination; Racial Injustice; Racial inequality; Police reform; racial injustice; Prosecution of Darren Wilson; Racial Justice; Civil Rights Investigation; police brutality; Police Brutality; Indictment of police officer; Charge Officer Darren Wilson; Police brutality; Police Accountability; Body cameras; Police accountability; Criminal charges against Officer Darren Wilson; Indict Darren Wilson,60.0,100
2014-11-24,Las Vegas,NV,demonstration,Police brutality; Racial justice,,0
2014-11-24,London,UK,demonstration,Police Violence; Racial Discrimination; Racial Justice; Racial justice; Police violence,,0
2014-11-24,Los Angeles,CA,demonstration,Police Violence; Transparency in police shootings; Resistance to police brutality; Racial justice; Police policy change; Racial discrimination; Racial Injustice; Police Policy Change; Racial injustice; Protest against police brutality; Police brutality; Police Accountability; Justice for Ezell Ford; Racial Justice; Justice for shooting victim; Police accountability; Police violence; Justice for Michael Brown,40.0,0
2014-11-24,Multiple Cities,Multiple States,demonstration,Police Violence; Racial justice; Racial inequality; Racial Injustice; Police brutality; End racial profiling; Police accountability; Police violence; Justice for Michael Brown,,80
2014-11-24,Multiple Cities,US,demonstration,Police Reform; Police Violence; Police violence; Racial justice; Racial Discrimination; Racial discrimination; Police brutality; Racial injustice; Address systemic racism in policing; Indict Officer Darren Wilson; Racial Justice; Reform of police practices; Police accountability; Police Brutality; End Police Brutality; Justice for Michael Brown,,40
2014-11-24,Multiple Cities,US/UK,demonstration,Police Violence; End racial inequality in policing; Racial discrimination; Racial Justice; Police accountability; Racial justice; Police violence; Justice for Michael Brown,,0
2014-11-24,Multiple Cities,USA,demonstration,Indictment of Officer Darren Wilson; Racial injustice; Police accountability; Police violence; Justice for Michael Brown,,45
2014-11-24,Multiple Cities,Various States,demonstration,End racial discrimination; Racial justice; Police brutality; Police accountability; Justice for Michael Brown,,45
2014-11-24,New York City,NY,demonstration,Racial injustice; Stop Police Brutality; Ferguson Protests; Police Brutality; Justice for Michael Brown,,0
2014-11-24,New York,NY,demonstration,Police Violence; Stop police brutality; Racial justice; Police Reform; Racial discrimination; Racial injustice; Justice for police violence victims; End targeting of black men by police; Police violence; Justice for Michael Brown; Justice for victims of police violence; Racial Justice; police brutality; Stop police violence; Police Brutality; Police brutality; Accountability for NYPD; Police Accountability; Police accountability; Body Cameras; Indict Darren Wilson,500.0,0
2014-11-24,Oakland,CA,demonstration,Police Violence; Justice; Stop police brutality; End systemic racism; Racial justice; police violence; Address systemic racism; Racial discrimination; Racial injustice; End police brutality; Racial bias in criminal justice system; Justice for Michael Brown; Police violence; Hold police accountable; Racial Injustice; Police reform; Accountability for police violence; racial injustice; Racial Justice; police brutality; Police Brutality; Police brutality; Police Accountability; Racial reconciliation; Police accountability; Indict Darren Wilson,2.0,57
2014-11-24,Philadelphia,PA,demonstration,Police Violence; No racist police; Racial Discrimination; Racial discrimination; Police brutality; Accountability for police violence; Racial injustice; Indict Darren Wilson; End targeting of black men by police; Racial Justice; Police accountability; End Racist Policing; Police violence; Justice for Michael Brown,100.0,0
2014-11-24,Pittsburgh,PA,demonstration,Police violence; Police Violence; Racial discrimination; Justice for Michael Brown,,0
2014-11-24,Portland,OR,demonstration,Body cameras for police officers; police violence; Non-violent protest; racial justice,,0
2014-11-24,Salt Lake City,UT,demonstration,Racial discrimination; Police brutality; Racial injustice; Justice for victims of police shootings; Charge police officers in fatal shootings,35.0,0
2014-11-24,San Francisco,CA,demonstration,Police violence; Racial discrimination; Justice for Michael Brown,,0
2014-11-24,Sanford,FL,demonstration,Police violence; Racial discrimination; Justice for Michael Brown,,0
